row,subj_id,list_id,item_id,A,B,Y
711,18,2,31,A1,B1,234.7995044
712,18,2,32,A1,B1,241.0693909
713,18,2,33,A1,B1,283.3852794
714,18,2,34,A1,B1,234.7636102
715,18,2,35,A1,B1,259.2473495
716,18,2,36,A1,B1,233.907088
717,18,2,37,A1,B1,265.4583054
718,18,2,38,A1,B1,218.2418881
719,18,2,39,A1,B1,262.1764176
720,18,2,40,A1,B1,248.0047631
721,19,4,1,A2,B2,262.6364186
722,19,4,2,A2,B2,332.7878068
723,19,4,3,A2,B2,317.0978408
724,19,4,4,A2,B2,267.1962185
725,19,4,5,A2,B2,308.7489618
726,19,4,6,A2,B2,278.5803108
727,19,4,7,A2,B2,295.7304876
728,19,4,8,A2,B2,298.8717649
729,19,4,9,A2,B2,315.3579431
730,19,4,10,A2,B2,269.1618815
731,19,4,11,A1,B1,261.3984928
732,19,4,12,A1,B1,244.7156914
733,19,4,13,A1,B1,273.0017045
734,19,4,14,A1,B1,298.4526067
735,19,4,15,A1,B1,277.4995589
736,19,4,16,A1,B1,232.8272727
737,19,4,17,A1,B1,246.7612871
738,19,4,18,A1,B1,235.0875691
739,19,4,19,A1,B1,222.0393455
740,19,4,20,A1,B1,245.5688635
741,19,4,21,A1,B2,284.3768289
742,19,4,22,A1,B2,233.3423798
743,19,4,23,A1,B2,306.8153055
744,19,4,24,A1,B2,347.443572
745,19,4,25,A1,B2,315.1668477
746,19,4,26,A1,B2,295.7067268
747,19,4,27,A1,B2,291.4203047
748,19,4,28,A1,B2,309.9431423
749,19,4,29,A1,B2,349.0523308
750,19,4,30,A1,B2,287.4386917
751,19,4,31,A2,B1,261.0363818
752,19,4,32,A2,B1,230.3380151
753,19,4,33,A2,B1,253.9364151
754,19,4,34,A2,B1,267.8965812
755,19,4,35,A2,B1,284.4699312
756,19,4,36,A2,B1,232.5876092
757,19,4,37,A2,B1,267.2608331
758,19,4,38,A2,B1,270.8190117
759,19,4,39,A2,B1,246.839158
760,19,4,40,A2,B1,296.4480197
761,20,2,1,A1,B2,251.5351692
762,20,2,2,A1,B2,269.7333279
763,20,2,3,A1,B2,210.1937207
764,20,2,4,A1,B2,251.8006022
765,20,2,5,A1,B2,239.2747255
766,20,2,6,A1,B2,252.3633981
767,20,2,7,A1,B2,229.7350067
768,20,2,8,A1,B2,276.6570523
769,20,2,9,A1,B2,247.7474056
770,20,2,10,A1,B2,211.4289813
771,20,2,11,A2,B1,239.4315621
772,20,2,12,A2,B1,246.5690271
773,20,2,13,A2,B1,244.1336306
774,20,2,14,A2,B1,266.5171813
775,20,2,15,A2,B1,252.1575846
776,20,2,16,A2,B1,237.1967764
777,20,2,17,A2,B1,246.2103636
778,20,2,18,A2,B1,248.3561175
779,20,2,19,A2,B1,234.8007183
780,20,2,20,A2,B1,249.4098561
781,20,2,21,A2,B2,196.1337981
782,20,2,22,A2,B2,264.5430074
783,20,2,23,A2,B2,231.2258374
784,20,2,24,A2,B2,277.8666725
785,20,2,25,A2,B2,278.7570622
786,20,2,26,A2,B2,264.7068503
787,20,2,27,A2,B2,234.4256288
788,20,2,28,A2,B2,231.9139701
789,20,2,29,A2,B2,264.4949738
790,20,2,30,A2,B2,248.6275951
791,20,2,31,A1,B1,220.2365845
792,20,2,32,A1,B1,223.9735038
793,20,2,33,A1,B1,280.1824659
794,20,2,34,A1,B1,206.0417543
795,20,2,35,A1,B1,229.0975301
796,20,2,36,A1,B1,215.0837731
797,20,2,37,A1,B1,237.5013609
798,20,2,38,A1,B1,235.2913797
799,20,2,39,A1,B1,267.6960986
800,20,2,40,A1,B1,253.5818412
801,21,1,1,A1,B1,251.6946541
802,21,1,2,A1,B1,286.2274923
803,21,1,3,A1,B1,283.1199782
804,21,1,4,A1,B1,264.9556309
805,21,1,5,A1,B1,225.9613455
806,21,1,6,A1,B1,226.4987486
807,21,1,7,A1,B1,246.06599
808,21,1,8,A1,B1,257.5805761
809,21,1,9,A1,B1,236.2902322
810,21,1,10,A1,B1,254.6565616
811,21,1,11,A1,B2,197.5958148
812,21,1,12,A1,B2,187.2874889
813,21,1,13,A1,B2,235.6440043
814,21,1,14,A1,B2,214.0501915
815,21,1,15,A1,B2,207.8996705
816,21,1,16,A1,B2,237.7903156
817,21,1,17,A1,B2,160.5432743
818,21,1,18,A1,B2,221.0236242
819,21,1,19,A1,B2,179.4513807
820,21,1,20,A1,B2,223.3754236
821,21,1,21,A2,B1,245.6291829
822,21,1,22,A2,B1,237.4914073
823,21,1,23,A2,B1,250.4980146
824,21,1,24,A2,B1,244.0618957
825,21,1,25,A2,B1,239.2610551
826,21,1,26,A2,B1,211.2418809
827,21,1,27,A2,B1,209.840359
828,21,1,28,A2,B1,209.7537207
829,21,1,29,A2,B1,190.0560056
830,21,1,30,A2,B1,220.4993133
831,21,1,31,A2,B2,158.2224354
832,21,1,32,A2,B2,181.3537166
833,21,1,33,A2,B2,174.3733927
834,21,1,34,A2,B2,168.736814
835,21,1,35,A2,B2,201.8341165
836,21,1,36,A2,B2,181.4631029
837,21,1,37,A2,B2,189.5156074
838,21,1,38,A2,B2,172.5414691
839,21,1,39,A2,B2,190.2485201
840,21,1,40,A2,B2,194.9577309
841,22,2,1,A1,B2,228.1372013
842,22,2,2,A1,B2,294.6939704
843,22,2,3,A1,B2,262.8497409
844,22,2,4,A1,B2,274.3515269
845,22,2,5,A1,B2,255.822914
846,22,2,6,A1,B2,269.3496241
847,22,2,7,A1,B2,292.1537917
848,22,2,8,A1,B2,286.2634666
849,22,2,9,A1,B2,290.3991326
850,22,2,10,A1,B2,230.1860967
851,22,2,11,A2,B1,264.8386486
852,22,2,12,A2,B1,298.8874405
853,22,2,13,A2,B1,261.0656062
854,22,2,14,A2,B1,270.4525784
855,22,2,15,A2,B1,251.6835606
856,22,2,16,A2,B1,313.072682
857,22,2,17,A2,B1,256.8565502
858,22,2,18,A2,B1,251.5888579
859,22,2,19,A2,B1,272.3812927
860,22,2,20,A2,B1,269.2157434
861,22,2,21,A2,B2,288.1691207
862,22,2,22,A2,B2,273.5878411
863,22,2,23,A2,B2,304.8797302
864,22,2,24,A2,B2,
865,22,2,25,A2,B2,324.1101135
866,22,2,26,A2,B2,
867,22,2,27,A2,B2,287.3715972
868,22,2,28,A2,B2,
869,22,2,29,A2,B2,325.4714213
870,22,2,30,A2,B2,271.9895849
871,22,2,31,A1,B1,227.4972711
872,22,2,32,A1,B1,239.9909964
873,22,2,33,A1,B1,307.1860486
874,22,2,34,A1,B1,251.9581736
875,22,2,35,A1,B1,234.3602024
876,22,2,36,A1,B1,248.8811992
877,22,2,37,A1,B1,268.9663234
878,22,2,38,A1,B1,249.4901815
879,22,2,39,A1,B1,243.451421
880,22,2,40,A1,B1,229.6842774
881,23,3,1,A2,B1,226.8570387
882,23,3,2,A2,B1,228.6408565
883,23,3,3,A2,B1,209.7887991
884,23,3,4,A2,B1,228.8404736
885,23,3,5,A2,B1,245.8138766
886,23,3,6,A2,B1,214.4596835
887,23,3,7,A2,B1,193.3968608
888,23,3,8,A2,B1,263.1433519
889,23,3,9,A2,B1,211.8984549
890,23,3,10,A2,B1,234.7014156
891,23,3,11,A2,B2,226.6703461
892,23,3,12,A2,B2,238.3372936
893,23,3,13,A2,B2,230.1791699
894,23,3,14,A2,B2,239.6884596
895,23,3,15,A2,B2,264.4188463
896,23,3,16,A2,B2,251.8361929
897,23,3,17,A2,B2,207.4751576
898,23,3,18,A2,B2,231.2284053
899,23,3,19,A2,B2,235.5414106
900,23,3,20,A2,B2,250.4279476
901,23,3,21,A1,B1,235.4771009
902,23,3,22,A1,B1,194.1579475
903,23,3,23,A1,B1,222.7288729
904,23,3,24,A1,B1,252.7570774
905,23,3,25,A1,B1,239.259469
906,23,3,26,A1,B1,253.5772867
907,23,3,27,A1,B1,265.2503925
908,23,3,28,A1,B1,249.3354396
909,23,3,29,A1,B1,235.3096906
910,23,3,30,A1,B1,218.892319
911,23,3,31,A1,B2,191.2402117
912,23,3,32,A1,B2,203.2417887
913,23,3,33,A1,B2,290.8463481
914,23,3,34,A1,B2,215.1560705
915,23,3,35,A1,B2,208.401267
916,23,3,36,A1,B2,211.8024419
917,23,3,37,A1,B2,245.9156071
918,23,3,38,A1,B2,210.3893065
919,23,3,39,A1,B2,204.8390756
920,23,3,40,A1,B2,208.8965989
921,24,2,1,A1,B2,210.7504247
922,24,2,2,A1,B2,256.0198884
923,24,2,3,A1,B2,234.6023024
924,24,2,4,A1,B2,262.5503947
925,24,2,5,A1,B2,240.060777
926,24,2,6,A1,B2,236.8788257
927,24,2,7,A1,B2,237.6134144
928,24,2,8,A1,B2,264.5351496
929,24,2,9,A1,B2,227.2136114
930,24,2,10,A1,B2,206.3507369
931,24,2,11,A2,B1,255.950504
932,24,2,12,A2,B1,254.9424254
933,24,2,13,A2,B1,251.5532932
934,24,2,14,A2,B1,261.9680975
935,24,2,15,A2,B1,270.0041228
936,24,2,16,A2,B1,258.9643378
937,24,2,17,A2,B1,239.1388817
938,24,2,18,A2,B1,251.6917128
939,24,2,19,A2,B1,229.4081002
940,24,2,20,A2,B1,238.1304868
941,24,2,21,A2,B2,207.1042193
942,24,2,22,A2,B2,178.6526823
943,24,2,23,A2,B2,252.6074966
944,24,2,24,A2,B2,236.5098074
945,24,2,25,A2,B2,260.0488989
946,24,2,26,A2,B2,254.0825369
947,24,2,27,A2,B2,258.1424185
948,24,2,28,A2,B2,233.0172656
949,24,2,29,A2,B2,238.9508724
950,24,2,30,A2,B2,240.2883253
951,24,2,31,A1,B1,296.2147975
952,24,2,32,A1,B1,260.7252406
953,24,2,33,A1,B1,311.4070444
954,24,2,34,A1,B1,283.7309395
955,24,2,35,A1,B1,252.3142522
956,24,2,36,A1,B1,255.4537308
957,24,2,37,A1,B1,289.3556435
958,24,2,38,A1,B1,226.5825601
959,24,2,39,A1,B1,284.7081247
960,24,2,40,A1,B1,236.232971
961,25,1,1,A1,B1,223.6691016
962,25,1,2,A1,B1,281.0397813
963,25,1,3,A1,B1,266.7282163
964,25,1,4,A1,B1,230.4867669
965,25,1,5,A1,B1,231.719892
966,25,1,6,A1,B1,238.6434846
967,25,1,7,A1,B1,261.2999267
968,25,1,8,A1,B1,259.9231958
969,25,1,9,A1,B1,198.2045856
970,25,1,10,A1,B1,215.6476849
971,25,1,11,A1,B2,276.4558826
972,25,1,12,A1,B2,280.3145351
973,25,1,13,A1,B2,280.1684926
974,25,1,14,A1,B2,277.1354298
975,25,1,15,A1,B2,266.6978477
976,25,1,16,A1,B2,267.2812643
977,25,1,17,A1,B2,240.791654
978,25,1,18,A1,B2,254.1721868
979,25,1,19,A1,B2,224.5776938
980,25,1,20,A1,B2,290.9161086
981,25,1,21,A2,B1,239.0275374
982,25,1,22,A2,B1,254.6190929
983,25,1,23,A2,B1,276.6032176
984,25,1,24,A2,B1,257.2286339
985,25,1,25,A2,B1,233.1512382
986,25,1,26,A2,B1,264.1312917
987,25,1,27,A2,B1,255.693513
988,25,1,28,A2,B1,231.6254886
989,25,1,29,A2,B1,277.9748957
990,25,1,30,A2,B1,275.9771833
991,25,1,31,A2,B2,251.5855088
992,25,1,32,A2,B2,246.2031683
993,25,1,33,A2,B2,271.3039883
994,25,1,34,A2,B2,247.0582433
995,25,1,35,A2,B2,256.224538
996,25,1,36,A2,B2,248.8984394
997,25,1,37,A2,B2,266.553825
998,25,1,38,A2,B2,263.0444035
999,25,1,39,A2,B2,236.964611
1000,25,1,40,A2,B2,278.0196615
1001,26,2,1,A1,B2,203.6699775
1002,26,2,2,A1,B2,267.0275655
1003,26,2,3,A1,B2,250.0182274
1004,26,2,4,A1,B2,282.0749775
1005,26,2,5,A1,B2,227.8922532
1006,26,2,6,A1,B2,225.2954736
1007,26,2,7,A1,B2,245.117446
1008,26,2,8,A1,B2,254.9874703
1009,26,2,9,A1,B2,212.7366075
1010,26,2,10,A1,B2,219.3895333
1011,26,2,11,a2,B1,207.0253651
1012,26,2,12,A2,b1,237.6472229
1013,26,2,13,A2,B1,180.4094887
1014,26,2,14,A2,B1,244.537087
1015,26,2,15,A2,B1,257.0436839
1016,26,2,16,A2,B1,240.1314351
1017,26,2,17,A2,B1,205.5061661
1018,26,2,18,A2,B1,270.3364411
1019,26,2,19,A2,B1,216.0418056
1020,26,2,20,A2,B1,210.075794
1021,26,2,21,A2,B2,204.6029004
1022,26,2,22,A2,B2,217.0222615
1023,26,2,23,A2,B2,250.8162915
1024,26,2,24,A2,B2,262.3702701
1025,26,2,25,A2,B2,262.3354969
1026,26,2,26,A2,B2,271.0801366
1027,26,2,27,A2,B2,238.7956672
1028,26,2,28,A2,B2,287.0326822
1029,26,2,29,A2,B2,254.1376272
1030,26,2,30,A2,B2,257.893129
1031,26,2,31,A1,B1,250.435065
1032,26,2,32,A1,B1,221.9083381
1033,26,2,33,A1,B1,292.8594552
1034,26,2,34,A1,B1,245.0552724
1035,26,2,35,A1,B1,226.5245567
1036,26,2,36,A1,B1,226.9176894
1037,26,2,37,A1,B1,258.1906538
1038,26,2,38,A1,B1,239.2689369
1039,26,2,39,A1,B1,242.110196
1040,26,2,40,A1,B1,249.9333034
